train_acc,train_loss,val_acc,val_loss
0.031726315789473686,4.351406,0.05,4.169277
0.05536842105263159,4.085595,0.07,4.0122194
0.07105263157894738,3.9741542,0.06520000000000001,4.139068
0.0857684210526316,3.8847082,0.0908,3.8025434
0.09551578947368422,3.8236673,0.11000000000000001,3.7453392
0.11246315789473685,3.739206,0.11959999999999998,3.6384888
0.12538947368421052,3.6657078,0.14200000000000002,3.5712664
0.13753684210526318,3.5862093,0.14920000000000003,3.5268936
0.15490526315789477,3.5058072,0.16,3.4543161
0.16597894736842106,3.4387958,0.1732,3.3799503
0.17677894736842106,3.3834333,0.18480000000000005,3.3532736
0.18665263157894735,3.3195748,0.1864,3.2935946
0.1990526315789474,3.2666004,0.19760000000000003,3.2627196
0.20574736842105262,3.2135427,0.2008,3.2759583
0.2183578947368421,3.1618385,0.2268,3.0958023
0.22642105263157897,3.1090147,0.22000000000000003,3.1280286
0.23791578947368422,3.0570378,0.2284,3.091673
0.2460421052631579,3.0028627,0.2524,2.949546
0.25677894736842105,2.954167,0.24880000000000002,3.0343878
0.26658947368421054,2.9015374,0.27080000000000004,2.907061
0.2757684210526316,2.8551319,0.28559999999999997,2.8613107
0.2849894736842105,2.8053043,0.31160000000000004,2.7429922
0.29117894736842104,2.765561,0.2988,2.7852497
0.30271578947368427,2.7161405,0.2924,2.7664843
0.3114947368421052,2.6728694,0.31439999999999996,2.6517794
0.3194526315789474,2.6374538,0.3256,2.6495278
0.32648421052631577,2.5987508,0.3268,2.6333935
0.3336842105263158,2.5617304,0.3340000000000001,2.5741632
0.34002105263157895,2.5288594,0.3184,2.741124
0.34680000000000005,2.4954476,0.3448,2.561717
0.3547368421052632,2.466144,0.3404,2.5648665
0.3618105263157895,2.4361322,0.34759999999999996,2.511762
0.364378947368421,2.4056952,0.35479999999999995,2.4725852
0.37303157894736844,2.3801057,0.35359999999999997,2.4601862
0.3783368421052632,2.350726,0.3712,2.4387925
0.37924210526315794,2.3304343,0.3728,2.4437234
0.38667368421052634,2.3010552,0.35479999999999995,2.524238
0.3959789473684211,2.2785985,0.36279999999999996,2.4114962
0.3974736842105263,2.252457,0.37120000000000003,2.4040487
0.4034105263157895,2.233751,0.3876,2.336727
0.4100631578947368,2.205105,0.3696,2.4387612
0.41336842105263155,2.1893141,0.38720000000000004,2.2981336
0.4175157894736842,2.1675875,0.3796000000000001,2.3462973
0.4183789473684211,2.1507542,0.39520000000000005,2.2946289
0.42701052631578945,2.1263716,0.4072,2.2312074
0.4316421052631579,2.1043668,0.39159999999999995,2.3361897
0.43461052631578945,2.0884092,0.40240000000000004,2.2845564
0.4394526315789474,2.0701303,0.41960000000000003,2.2075813
0.4404631578947369,2.0584104,0.41919999999999996,2.202189
0.44690526315789475,2.0368814,0.41359999999999997,2.2217631
0.4509263157894737,2.019854,0.41800000000000004,2.2203836
0.4564421052631579,1.9960282,0.42479999999999996,2.1469893
0.45799999999999996,1.9876249,0.41279999999999994,2.228265
0.4597684210526316,1.9685289,0.41960000000000003,2.1845
0.4658947368421053,1.9519553,0.4328,2.1722877
0.46665263157894743,1.9404331,0.42040000000000005,2.1532001
0.47410526315789475,1.9232069,0.4288,2.1315756
0.4755789473684211,1.9153348,0.43520000000000003,2.1054947
0.47909473684210524,1.8985196,0.42839999999999995,2.1368902
0.4811578947368421,1.8883848,0.41919999999999996,2.1899724
0.4839578947368421,1.8693886,0.43920000000000003,2.120324
0.49035789473684216,1.8482422,0.44240000000000007,2.1110034
0.49002105263157897,1.8503022,0.446,2.1039681
0.49261052631578944,1.8308744,0.44920000000000004,2.1013334
0.49557894736842106,1.8170127,0.43959999999999994,2.1251125
0.4980631578947369,1.8080614,0.4444000000000001,2.0870054
0.5022736842105263,1.7950783,0.446,2.1026552
0.5046736842105263,1.7868867,0.4468000000000001,2.0993567
0.5086315789473684,1.7747402,0.4524,2.0738866
0.5090736842105263,1.7634028,0.45640000000000003,2.0858927
0.5106947368421053,1.757145,0.46599999999999997,2.048715
0.5133684210526316,1.7438111,0.4632,2.0490007
0.5145473684210526,1.7418342,0.4548,2.079504
0.5180631578947369,1.7260686,0.4612,2.075898
0.5167157894736842,1.7221851,0.45519999999999994,2.0685303
0.5213263157894737,1.7093005,0.4576,2.0545213
0.5214736842105263,1.7106036,0.4572,2.054708
0.527621052631579,1.6948833,0.46080000000000004,2.0447125
0.5274526315789474,1.6810784,0.47120000000000006,2.0451303
0.5306526315789475,1.6803235,0.46520000000000006,2.0470495
0.5293473684210527,1.6790398,0.46679999999999994,2.032515
0.529578947368421,1.6741817,0.4608,2.0407388
0.5341684210526316,1.6650288,0.4664,2.0337439
0.5351157894736842,1.6592042,0.46679999999999994,2.0307074
0.5354526315789474,1.6498274,0.462,2.0360298
0.5393263157894737,1.6470226,0.466,2.0348785
0.5343578947368421,1.6501914,0.46759999999999996,2.026314
0.539642105263158,1.6405487,0.4616,2.03813
0.5406947368421053,1.6360195,0.46399999999999997,2.043822
0.5434526315789473,1.6319696,0.4656,2.0310225
0.5394947368421052,1.6336172,0.47,2.0245967
0.5415368421052632,1.624844,0.4656,2.0312781
0.5432421052631579,1.6235893,0.47559999999999997,2.0264466
0.5425052631578947,1.6278976,0.46879999999999994,2.0190604
0.5422315789473685,1.6207516,0.46840000000000004,2.0243354
0.5425894736842105,1.6182777,0.4664,2.0232735
0.5417684210526316,1.6205381,0.4668,2.02857
0.5457473684210526,1.6167079,0.4664,2.0280209
0.5451578947368421,1.6091379,0.46759999999999996,2.0329123
0.5463157894736842,1.6112486,0.4728,2.0269918
