train_acc,train_loss,val_acc,val_loss
0.04745263157894737,4.1840973,0.0684,4.0143046
0.09943157894736843,3.797106,0.12960000000000002,3.5871732
0.15833684210526316,3.4637213,0.16760000000000003,3.4089599
0.2145263157894737,3.1695843,0.2156,3.1966932
0.2595157894736842,2.9160178,0.23920000000000002,3.087478
0.3008,2.7119405,0.30519999999999997,2.6778677
0.33242105263157895,2.556919,0.33720000000000006,2.551876
0.3628,2.4139535,0.3559999999999999,2.50173
0.38785263157894734,2.3061347,0.374,2.394104
0.40991578947368423,2.2022731,0.3791999999999999,2.304808
0.4316421052631579,2.105797,0.39480000000000004,2.3090162
0.4456421052631579,2.0329857,0.34040000000000004,2.6155038
0.46098947368421045,1.9606463,0.4159999999999999,2.191256
0.47781052631578946,1.8901714,0.42200000000000004,2.1550207
0.49252631578947365,1.8352115,0.4527999999999999,2.065155
0.5010105263157895,1.786427,0.4752,1.9638714
0.5141263157894737,1.7301041,0.47480000000000006,1.9570912
0.5236421052631579,1.695058,0.4664,1.9564384
0.5346736842105264,1.6507205,0.4636,1.9970474
0.5454526315789474,1.6100891,0.4696,2.0189261
0.5510947368421052,1.5817865,0.5055999999999999,1.8343077
0.5613052631578948,1.5404967,0.5015999999999999,1.9120368
0.5713684210526316,1.5111926,0.5044,1.8140287
0.5727368421052631,1.4928838,0.49119999999999997,1.9139543
0.582378947368421,1.459014,0.504,1.847593
0.5876631578947368,1.4341302,0.506,1.848889
0.5912631578947369,1.4147767,0.5088,1.8750533
0.6008210526315789,1.3817503,0.5347999999999999,1.7347543
0.6063368421052632,1.3571322,0.5232,1.7755532
0.6130315789473685,1.336941,0.528,1.8112593
0.6186526315789473,1.3131875,0.5472,1.7494645
0.6205684210526315,1.2959831,0.5519999999999999,1.7183057
0.6295157894736841,1.2747808,0.5508,1.6996955
0.6358736842105263,1.2525902,0.5448000000000001,1.702143
0.6388842105263158,1.2367365,0.542,1.754714
0.6437052631578947,1.2196972,0.5516000000000001,1.7456523
0.645221052631579,1.2033705,0.5536,1.6903865
0.6490526315789474,1.1883087,0.5720000000000001,1.6004888
0.6570315789473684,1.1617186,0.5611999999999999,1.6523039
0.6612,1.1455995,0.5584,1.6398513
0.6628421052631579,1.1344359,0.5479999999999999,1.8404644
0.6685894736842105,1.1125201,0.5611999999999999,1.7201793
0.6729894736842105,1.0977087,0.5768000000000001,1.6576025
0.6762105263157896,1.0893273,0.5568,1.73375
0.6818947368421052,1.0640554,0.5756000000000001,1.6181597
0.6849894736842105,1.0581926,0.5740000000000001,1.6670356
0.6888421052631579,1.0353507,0.568,1.722424
0.6928631578947368,1.020374,0.578,1.6934328
0.6969473684210526,1.007031,0.5831999999999999,1.6337678
0.7027578947368421,0.9936011,0.5828000000000001,1.6203182
0.7052421052631579,0.9807406,0.5796,1.6928246
0.7074947368421053,0.9662019,0.5716,1.7255466
0.7106736842105262,0.955987,0.5771999999999999,1.7248583
0.7127157894736841,0.9398435,0.5912,1.6417104
0.7184842105263157,0.92618716,0.5780000000000001,1.7337265
0.7196210526315788,0.9157657,0.586,1.696508
0.7257684210526315,0.9012434,0.5840000000000001,1.6963555
0.7277684210526315,0.88910127,0.5832,1.6875091
0.7283789473684211,0.8812486,0.5923999999999999,1.7018112
0.7354105263157895,0.86699957,0.5900000000000001,1.7021554
0.7379368421052631,0.85258174,0.59,1.6802641
0.7394105263157894,0.8403152,0.5912,1.7073184
0.7450315789473684,0.8353125,0.5876,1.6953971
0.7477684210526314,0.8191802,0.6012000000000001,1.6859013
0.7490736842105263,0.8113483,0.5888,1.7423882
0.7503368421052631,0.8010583,0.5864,1.6978267
0.7564,0.7865252,0.5932,1.7368689
0.7588631578947368,0.77373654,0.5836,1.7241246
0.7634315789473685,0.76586807,0.594,1.7309242
0.7632842105263157,0.7607353,0.598,1.735434
0.7687789473684211,0.74753326,0.5956,1.7305973
0.7672842105263159,0.7428744,0.5968,1.7304354
0.7709684210526315,0.7318084,0.5992000000000001,1.7499945
0.772736842105263,0.72400665,0.5955999999999999,1.7831833
0.7754947368421052,0.71336985,0.5992,1.7494236
0.7807368421052631,0.7032981,0.6,1.762178
0.7798105263157894,0.6991947,0.5972,1.7572974
0.7850736842105264,0.68857557,0.6008,1.7792095
0.7834105263157894,0.6852108,0.6084,1.7614198
0.7877263157894737,0.6799464,0.5972000000000001,1.760817
0.7888000000000001,0.6741965,0.5996,1.7793156
0.7910947368421053,0.66251993,0.594,1.7746456
0.791936842105263,0.66248804,0.6032,1.7988868
0.7953052631578947,0.65045965,0.6,1.8098569
0.7954315789473684,0.64818424,0.6036,1.8042302
0.7975578947368421,0.64903873,0.5988,1.7937969
0.7974105263157895,0.64474314,0.6064,1.7790434
0.7984631578947369,0.63754463,0.6024,1.8096164
0.8002315789473684,0.6377257,0.6024,1.7803855
0.8036631578947369,0.62653273,0.6043999999999999,1.8016466
0.8035578947368422,0.6253404,0.6016,1.8052403
0.802421052631579,0.6248137,0.6048,1.8091122
0.8025052631578947,0.62515855,0.6008,1.8269862
0.8046526315789474,0.61944836,0.5972,1.8068672
0.8059157894736844,0.6205141,0.5980000000000001,1.8064492
0.8049052631578948,0.61782396,0.6044,1.8023791
0.8050315789473684,0.61744183,0.6016,1.8135629
0.8076421052631579,0.6136204,0.6012000000000001,1.8144761
0.8064631578947369,0.6136386,0.5984,1.8244317
0.8060421052631579,0.616806,0.5992000000000001,1.8092608
