train_acc,train_loss,val_acc,val_loss
0.02376842105263158,4.4735928,0.031200000000000002,4.3349867
0.038968421052631576,4.2473545,0.04920000000000001,4.1378717
0.05376842105263158,4.1200514,0.0564,4.052556
0.06892631578947368,4.0094995,0.08960000000000001,3.8787057
0.08115789473684211,3.9193895,0.08000000000000002,3.9064288
0.08989473684210526,3.8587422,0.1004,3.799866
0.09877894736842108,3.7921002,0.1124,3.6710737
0.10941052631578949,3.7332158,0.1108,3.748737
0.12016842105263159,3.6792707,0.1308,3.5770016
0.13136842105263158,3.6057312,0.152,3.5145416
0.14029473684210528,3.5630462,0.14200000000000002,3.572792
0.15033684210526316,3.504809,0.16960000000000006,3.3958414
0.15791578947368423,3.4546978,0.15439999999999998,3.4391437
0.16484210526315793,3.4197035,0.1616,3.428033
0.17277894736842103,3.3709033,0.18279999999999996,3.2658799
0.18130526315789475,3.3236945,0.1572,3.4785795
0.18648421052631578,3.2848206,0.2088,3.180883
0.1989684210526316,3.2297647,0.21280000000000004,3.158847
0.20141052631578948,3.2053444,0.1788,3.337095
0.21240000000000003,3.1523962,0.22000000000000003,3.0455542
0.21856842105263155,3.1102564,0.18720000000000003,3.2483957
0.2257684210526316,3.075401,0.2216,3.0948179
0.23456842105263162,3.0192893,0.24720000000000003,2.92458
0.24027368421052633,2.978814,0.2148,3.0922163
0.24882105263157894,2.940623,0.2584,2.9052513
0.2580421052631579,2.8924122,0.268,2.8328595
0.2629684210526316,2.8706114,0.2216,3.173741
0.27416842105263156,2.822941,0.2852,2.7788763
0.28,2.7859752,0.25360000000000005,2.9275155
0.28109473684210523,2.7695773,0.2712,2.8334742
0.2944,2.7132037,0.3,2.6707902
0.296421052631579,2.6948946,0.2536,2.8753598
0.3014736842105263,2.671868,0.30400000000000005,2.6584744
0.3122105263157895,2.630663,0.2996,2.6418293
0.31176842105263153,2.617033,0.2588,2.894781
0.31816842105263154,2.5917637,0.3284,2.5817077
0.32673684210526316,2.5524156,0.3004,2.7101352
0.32793684210526314,2.550714,0.302,2.6395855
0.3376,2.5095024,0.3308,2.5089355
0.3392421052631579,2.490273,0.2848,2.7822027
0.3430105263157895,2.471957,0.3276,2.5411825
0.3518947368421052,2.4357789,0.33240000000000003,2.51599
0.3510105263157895,2.429747,0.3124,2.6261685
0.36128421052631576,2.397305,0.35359999999999997,2.4079142
0.36663157894736836,2.3671412,0.3148,2.6402552
0.36538947368421054,2.3770359,0.3368,2.5232253
0.3746736842105263,2.3304024,0.35480000000000006,2.3553956
0.37884210526315787,2.3103843,0.314,2.6983972
0.37886315789473685,2.3121498,0.36,2.3682635
0.38728421052631573,2.2713668,0.3796,2.3310318
0.38728421052631573,2.2722857,0.314,2.647974
0.3908,2.2467122,0.3832000000000001,2.2914736
0.3975157894736842,2.2298641,0.33240000000000003,2.57781
0.4007578947368421,2.222519,0.3468,2.437048
0.4035368421052632,2.1945517,0.39280000000000004,2.2487118
0.4067157894736842,2.1824503,0.3264,2.7511587
0.40875789473684215,2.1794677,0.38839999999999997,2.2448454
0.41753684210526315,2.1389492,0.39799999999999996,2.2194326
0.41585263157894736,2.143796,0.36719999999999997,2.4306705
0.4188631578947369,2.1247597,0.40199999999999997,2.1942787
0.42760000000000004,2.0987828,0.3908,2.3062522
0.42418947368421056,2.1084764,0.4012,2.2573621
0.42966315789473686,2.08242,0.4160000000000001,2.1706736
0.4323578947368421,2.0736978,0.37560000000000004,2.3984056
0.43202105263157903,2.0657496,0.39680000000000004,2.216881
0.43949473684210527,2.0343213,0.406,2.1901608
0.4408631578947369,2.0405314,0.3868,2.3146343
0.44155789473684215,2.0237446,0.424,2.1337333
0.4482105263157895,2.0017228,0.39160000000000006,2.2905664
0.4477684210526316,2.010053,0.4044,2.201512
0.4525473684210526,1.9818683,0.4324,2.080506
0.4542526315789474,1.9798571,0.38439999999999996,2.371787
0.45608421052631576,1.9719496,0.42760000000000004,2.136489
0.4617894736842105,1.9422874,0.42119999999999996,2.1256614
0.4615578947368421,1.9467663,0.40680000000000005,2.2834992
0.4672421052631579,1.9221721,0.43800000000000006,2.0571907
0.46974736842105264,1.9123137,0.4164,2.2002096
0.4687368421052632,1.9186683,0.42080000000000006,2.1731465
0.47728421052631576,1.8902967,0.4468,2.0285027
0.47688421052631574,1.8848583,0.41960000000000003,2.1860063
0.4758526315789473,1.893119,0.4432,2.0482562
0.4826105263157895,1.8634694,0.4472,2.0418446
0.47839999999999994,1.871064,0.4092,2.1796093
0.483621052631579,1.8482101,0.4532,2.0008028
0.48968421052631583,1.8328241,0.4252,2.131826
0.4852,1.8431622,0.4172,2.147739
0.4898105263157894,1.8219615,0.4524,2.0053625
0.49282105263157894,1.821762,0.39519999999999994,2.3513117
0.4927578947368422,1.8088214,0.44760000000000005,2.0339146
0.49799999999999994,1.7948254,0.45280000000000004,2.0116754
0.49557894736842106,1.8067818,0.4064,2.2695541
0.5013894736842106,1.7800308,0.46319999999999995,1.9546106
0.5037684210526315,1.7697914,0.43920000000000003,2.0744362
0.4983368421052632,1.7803415,0.44959999999999994,2.0436835
0.5070315789473685,1.7611318,0.4623999999999999,1.9646332
0.5108631578947369,1.7459856,0.43160000000000004,2.1585298
0.5075368421052632,1.7498671,0.45879999999999993,2.0069532
0.5122526315789474,1.7348666,0.4736,1.9460584
0.5117894736842106,1.734033,0.4292,2.1428385
0.5137263157894737,1.7248596,0.4612,1.9533805
